treatment,projection,file,time,mV
enriched-environment,nonspecific,eebla004.adicht,13.400000000000475,-43.14487604453847
enriched-environment,nonspecific,eebla004.adicht,13.500000000000476,-43.26755290952138
enriched-environment,nonspecific,eebla004.adicht,13.600000000000477,-43.38132554174262
enriched-environment,nonspecific,eebla004.adicht,13.700000000000479,-43.486325254051685
enriched-environment,nonspecific,eebla004.adicht,13.80000000000048,-43.582683359298
enriched-environment,nonspecific,eebla004.adicht,13.900000000000482,-43.67053117033108
enriched-environment,nonspecific,eebla004.adicht,14.000000000000483,-43.75000000000036
enriched-environment,nonspecific,eebla004.adicht,14.100000000000485,-43.82129592800676
enriched-environment,nonspecific,eebla004.adicht,14.200000000000486,-43.88492410145692
enriched-environment,nonspecific,eebla004.adicht,14.300000000000487,-43.94146443430886
enriched-environment,nonspecific,eebla004.adicht,14.400000000000489,-43.99149684052069
enriched-environment,nonspecific,eebla004.adicht,14.50000000000049,-44.035601234050425
enriched-environment,nonspecific,eebla004.adicht,14.600000000000492,-44.074357528856154
enriched-environment,nonspecific,eebla004.adicht,14.700000000000493,-44.10834563889593
enriched-environment,nonspecific,eebla004.adicht,14.800000000000495,-44.138145478127804
enriched-environment,nonspecific,eebla004.adicht,14.900000000000496,-44.16433696050984
enriched-environment,nonspecific,eebla004.adicht,15.000000000000497,-44.187500000000114
enriched-environment,nonspecific,eebla004.adicht,15.100000000000499,-44.208115613450026
enriched-environment,nonspecific,eebla004.adicht,15.2000000000005,-44.226269229284505
enriched-environment,nonspecific,eebla004.adicht,15.300000000000502,-44.24194737882185
enriched-environment,nonspecific,eebla004.adicht,15.400000000000503,-44.255136593380364
enriched-environment,nonspecific,eebla004.adicht,15.500000000000504,-44.26582340427831
enriched-environment,nonspecific,eebla004.adicht,15.600000000000506,-44.273994342833994
enriched-environment,nonspecific,eebla004.adicht,15.700000000000507,-44.27963594036571
enriched-environment,nonspecific,eebla004.adicht,15.800000000000509,-44.28273472819176
enriched-environment,nonspecific,eebla004.adicht,15.90000000000051,-44.240663913094004
enriched-environment,nonspecific,eebla004.adicht,16.00000000000051,-44.15624999999956
enriched-environment,nonspecific,eebla004.adicht,16.100000000000513,-44.12231432507508
enriched-environment,nonspecific,eebla004.adicht,16.200000000000514,-44.11856164736847
enriched-environment,nonspecific,eebla004.adicht,16.300000000000516,-44.11358464916703
enriched-environment,nonspecific,eebla004.adicht,16.400000000000517,-44.10722601275765
enriched-environment,nonspecific,eebla004.adicht,16.50000000000052,-44.099328420427206
enriched-environment,nonspecific,eebla004.adicht,16.60000000000052,-44.08973455446258
enriched-environment,nonspecific,eebla004.adicht,16.70000000000052,-44.07828709715066
enriched-environment,nonspecific,eebla004.adicht,16.800000000000523,-44.06482873077831
enriched-environment,nonspecific,eebla004.adicht,16.900000000000524,-44.049202137632435
enriched-environment,nonspecific,eebla004.adicht,17.000000000000526,-44.03124999999991
enriched-environment,nonspecific,eebla004.adicht,17.100000000000527,-43.985947556037665
enriched-environment,nonspecific,eebla004.adicht,17.20000000000053,-43.910809642588546
enriched-environment,nonspecific,eebla004.adicht,17.30000000000053,-43.83694559770675
enriched-environment,nonspecific,eebla004.adicht,17.40000000000053,-43.76421475944682
enriched-environment,nonspecific,eebla004.adicht,17.500000000000533,-43.692476465863265
enriched-environment,nonspecific,eebla004.adicht,17.600000000000534,-43.62159005501063
enriched-environment,nonspecific,eebla004.adicht,17.700000000000536,-43.55141486494341
enriched-environment,nonspecific,eebla004.adicht,17.800000000000537,-43.48181023371616
enriched-environment,nonspecific,eebla004.adicht,17.90000000000054,-43.412635499383384
enriched-environment,nonspecific,eebla004.adicht,18.00000000000054,-43.34374999999963
enriched-environment,nonspecific,eebla004.adicht,18.10000000000054,-43.27506071631904
enriched-environment,nonspecific,eebla004.adicht,18.200000000000543,-43.206665199894395
enriched-environment,nonspecific,eebla004.adicht,18.300000000000544,-43.1387086449781
enriched-environment,nonspecific,eebla004.adicht,18.400000000000546,-43.07133624582255
enriched-environment,nonspecific,eebla004.adicht,18.500000000000547,-43.00469319668016
enriched-environment,nonspecific,eebla004.adicht,18.60000000000055,-42.93892469180332
enriched-environment,nonspecific,eebla004.adicht,18.70000000000055,-42.87417592544445
enriched-environment,nonspecific,eebla004.adicht,18.80000000000055,-42.810592091855945
enriched-environment,nonspecific,eebla004.adicht,18.900000000000553,-42.74831838529021
enriched-environment,nonspecific,eebla004.adicht,19.000000000000554,-42.687499999999666
enriched-environment,nonspecific,eebla004.adicht,19.100000000000556,-42.62818457868394
enriched-environment,nonspecific,eebla004.adicht,19.200000000000557,-42.57002955783165
enriched-environment,nonspecific,eebla004.adicht,19.30000000000056,-42.53583782843864
enriched-environment,nonspecific,eebla004.adicht,19.40000000000056,-42.505856335472
enriched-environment,nonspecific,eebla004.adicht,19.50000000000056,-42.4754889983778
enriched-environment,nonspecific,eebla004.adicht,19.600000000000563,-42.444582541413354
enriched-environment,nonspecific,eebla004.adicht,19.700000000000564,-42.41298368883601
enriched-environment,nonspecific,eebla004.adicht,19.800000000000566,-42.38053916490308
enriched-environment,nonspecific,eebla004.adicht,19.900000000000567,-42.3470956938719
enriched-environment,nonspecific,eebla004.adicht,20.00000000000057,-42.31249999999981
enriched-environment,nonspecific,eebla004.adicht,20.10000000000057,-42.276698107402474
enriched-environment,nonspecific,eebla004.adicht,20.20000000000057,-42.24003323962904
enriched-environment,nonspecific,eebla004.adicht,20.300000000000573,-42.202947920087
enriched-environment,nonspecific,eebla004.adicht,20.400000000000574,-42.165884672183815
enriched-environment,nonspecific,eebla004.adicht,20.500000000000576,-42.12928601932697
enriched-environment,nonspecific,eebla004.adicht,20.600000000000577,-42.09359448492396
enriched-environment,nonspecific,eebla004.adicht,20.70000000000058,-42.05925259238226
enriched-environment,nonspecific,eebla004.adicht,20.80000000000058,-42.02670286510935
enriched-environment,nonspecific,eebla004.adicht,20.90000000000058,-41.99638782651271
enriched-environment,nonspecific,eebla004.adicht,21.000000000000583,-41.96874999999985
enriched-environment,nonspecific,eebla004.adicht,21.100000000000584,-41.94407618542909
enriched-environment,nonspecific,eebla004.adicht,21.200000000000585,-41.9220302884623
enriched-environment,nonspecific,eebla004.adicht,21.300000000000587,-41.902120491212244
enriched-environment,nonspecific,eebla004.adicht,21.40000000000059,-41.883854975791635
enriched-environment,nonspecific,eebla004.adicht,21.50000000000059,-41.86674192431321
enriched-environment,nonspecific,eebla004.adicht,21.60000000000059,-41.84063975067686
enriched-environment,nonspecific,eebla004.adicht,21.700000000000593,-41.80042052299025
enriched-environment,nonspecific,eebla004.adicht,21.800000000000594,-41.76164286791484
enriched-environment,nonspecific,eebla004.adicht,21.900000000000595,-41.724078716551155
enriched-environment,nonspecific,eebla004.adicht,22.000000000000597,-41.68749999999977
enriched-environment,nonspecific,eebla004.adicht,22.1000000000006,-41.651665412769965
enriched-environment,nonspecific,eebla004.adicht,22.2000000000006,-41.61628070300589
enriched-environment,nonspecific,eebla004.adicht,22.3000000000006,-41.58103838226033
enriched-environment,nonspecific,eebla004.adicht,22.400000000000603,-41.54563096208619
enriched-environment,nonspecific,eebla004.adicht,22.500000000000604,-41.50361084903633
enriched-environment,nonspecific,eebla004.adicht,22.600000000000605,-41.4445101063172
enriched-environment,nonspecific,eebla004.adicht,22.700000000000607,-41.409221423375975
enriched-environment,nonspecific,eebla004.adicht,22.80000000000061,-41.386252842532066
enriched-environment,nonspecific,eebla004.adicht,22.90000000000061,-41.355355274135825
enriched-environment,nonspecific,eebla004.adicht,23.00000000000061,-41.31249999999974
enriched-environment,nonspecific,eebla004.adicht,23.100000000000612,-41.267465209160804
enriched-environment,nonspecific,eebla004.adicht,23.200000000000614,-41.22063342245124
enriched-environment,nonspecific,eebla004.adicht,23.300000000000615,-41.182441469124505
enriched-environment,nonspecific,eebla004.adicht,23.400000000000617,-41.17123754931328
enriched-environment,nonspecific,eebla004.adicht,23.500000000000618,-41.16075802639728
enriched-environment,nonspecific,eebla004.adicht,23.60000000000062,-41.151167861369515
enriched-environment,nonspecific,eebla004.adicht,23.70000000000062,-41.142632015222915
enriched-environment,nonspecific,eebla004.adicht,23.800000000000622,-41.13531544895049
enriched-environment,nonspecific,eebla004.adicht,23.900000000000624,-41.12938312354519
enriched-environment,nonspecific,eebla004.adicht,24.000000000000625,-41.12499999999998
enriched-environment,nonspecific,eebla004.adicht,24.100000000000627,-41.12222212302254
enriched-environment,nonspecific,eebla004.adicht,24.200000000000628,-41.1206698721793
enriched-environment,nonspecific,eebla004.adicht,24.30000000000063,-41.11985471075139
enriched-environment,nonspecific,eebla004.adicht,24.40000000000063,-41.113085865481416
enriched-environment,nonspecific,eebla004.adicht,24.500000000000632,-41.09327215025368
enriched-environment,nonspecific,eebla004.adicht,24.600000000000634,-41.07349666300564
enriched-environment,nonspecific,eebla004.adicht,24.700000000000635,-41.05402055404677
enriched-environment,nonspecific,eebla004.adicht,24.800000000000637,-41.03510497368655
enriched-environment,nonspecific,eebla004.adicht,24.900000000000638,-41.00333404213692
enriched-environment,nonspecific,eebla004.adicht,25.00000000000064,-40.96874999999978
enriched-environment,nonspecific,eebla004.adicht,25.10000000000064,-40.93564991191807
enriched-environment,nonspecific,eebla004.adicht,25.200000000000642,-40.903999994067895
enriched-environment,nonspecific,eebla004.adicht,25.300000000000644,-40.87367102328594
enriched-environment,nonspecific,eebla004.adicht,25.400000000000645,-40.844533776408795
enriched-environment,nonspecific,eebla004.adicht,25.500000000000647,-40.816459030273165
enriched-environment,nonspecific,eebla004.adicht,25.600000000000648,-40.789317561715656
enriched-environment,nonspecific,eebla004.adicht,25.70000000000065,-40.7757959929335
enriched-environment,nonspecific,eebla004.adicht,25.80000000000065,-40.76600083456657
enriched-environment,nonspecific,eebla004.adicht,25.900000000000652,-40.757280334773014
enriched-environment,nonspecific,eebla004.adicht,26.000000000000654,-40.749999999999964
enriched-environment,nonspecific,eebla004.adicht,26.100000000000655,-40.74440726954772
enriched-environment,nonspecific,eebla004.adicht,26.200000000000657,-40.740277314129614
enriched-environment,nonspecific,eebla004.adicht,26.300000000000658,-40.7372672373122
enriched-environment,nonspecific,eebla004.adicht,26.40000000000066,-40.73503414266204
enriched-environment,nonspecific,eebla004.adicht,26.50000000000066,-40.733235133745666
enriched-environment,nonspecific,eebla004.adicht,26.600000000000662,-40.731527314129636
enriched-environment,nonspecific,eebla004.adicht,26.700000000000664,-40.72956778738049
enriched-environment,nonspecific,eebla004.adicht,26.800000000000665,-40.7270136570648
enriched-environment,nonspecific,eebla004.adicht,26.900000000000666,-40.7235220267491
enriched-environment,nonspecific,eebla004.adicht,27.000000000000668,-40.718749999999964
enriched-environment,nonspecific,eebla004.adicht,27.10000000000067,-40.712454509670614
enriched-environment,nonspecific,eebla004.adicht,27.20000000000067,-40.70479180576105
enriched-environment,nonspecific,eebla004.adicht,27.300000000000672,-40.696017967557985
enriched-environment,nonspecific,eebla004.adicht,27.400000000000674,-40.68638907434808
enriched-environment,nonspecific,eebla004.adicht,27.500000000000675,-40.67616120541804
enriched-environment,nonspecific,eebla004.adicht,27.600000000000676,-40.66559044005456
enriched-environment,nonspecific,eebla004.adicht,27.700000000000678,-40.65493285754431
enriched-environment,nonspecific,eebla004.adicht,27.80000000000068,-40.64444453717402
enriched-environment,nonspecific,eebla004.adicht,27.90000000000068,-40.63438155823032
enriched-environment,nonspecific,eebla004.adicht,28.000000000000682,-40.624999999999915
enriched-environment,nonspecific,eebla004.adicht,28.100000000000684,-40.61264783774789
enriched-environment,nonspecific,eebla004.adicht,28.200000000000685,-40.60028671563235
enriched-environment,nonspecific,eebla004.adicht,28.300000000000686,-40.587907673789786
enriched-environment,nonspecific,eebla004.adicht,28.400000000000688,-40.575501752356686
enriched-environment,nonspecific,eebla004.adicht,28.50000000000069,-40.563059991469515
enriched-environment,nonspecific,eebla004.adicht,28.60000000000069,-40.550573431264795
enriched-environment,nonspecific,eebla004.adicht,28.700000000000692,-40.538033111878974
enriched-environment,nonspecific,eebla004.adicht,28.800000000000693,-40.52543007344857
enriched-environment,nonspecific,eebla005.adicht,-20.0,-36.84375
enriched-environment,nonspecific,eebla005.adicht,-19.9,-36.820822650049344
enriched-environment,nonspecific,eebla005.adicht,-19.799999999999997,-36.80178025271467
enriched-environment,nonspecific,eebla005.adicht,-19.699999999999996,-36.78629531326089
enriched-environment,nonspecific,eebla005.adicht,-19.599999999999994,-36.77404033695289
enriched-environment,nonspecific,eebla005.adicht,-19.499999999999993,-36.76468782905557
enriched-environment,nonspecific,eebla005.adicht,-19.39999999999999,-36.75791029483379
enriched-environment,nonspecific,eebla005.adicht,-19.29999999999999,-36.75338023955244
enriched-environment,nonspecific,eebla005.adicht,-19.19999999999999,-36.75077016847645
enriched-environment,nonspecific,eebla005.adicht,-19.099999999999987,-36.74975258687068
enriched-environment,nonspecific,eebla005.adicht,-18.999999999999986,-36.75000000000001
enriched-environment,nonspecific,eebla005.adicht,-18.899999999999984,-36.75118491312933
enriched-environment,nonspecific,eebla005.adicht,-18.799999999999983,-36.752979831523554
enriched-environment,nonspecific,eebla005.adicht,-18.69999999999998,-36.75505726044755
enriched-environment,nonspecific,eebla005.adicht,-18.59999999999998,-36.757089705166216
enriched-environment,nonspecific,eebla005.adicht,-18.49999999999998,-36.75874967094444
enriched-environment,nonspecific,eebla005.adicht,-18.399999999999977,-36.759709663047104
enriched-environment,nonspecific,eebla005.adicht,-18.299999999999976,-36.75964218673911
enriched-environment,nonspecific,eebla005.adicht,-18.199999999999974,-36.758219747285324
enriched-environment,nonspecific,eebla005.adicht,-18.099999999999973,-36.75511484995066
enriched-environment,nonspecific,eebla005.adicht,-17.99999999999997,-36.75
enriched-environment,nonspecific,eebla005.adicht,-17.89999999999997,-36.74265644743333
enriched-environment,nonspecific,eebla005.adicht,-17.79999999999997,-36.73330042119111
enriched-environment,nonspecific,eebla005.adicht,-17.699999999999967,-36.7222568949489
enriched-environment,nonspecific,eebla005.adicht,-17.599999999999966,-36.70985084238223
enriched-environment,nonspecific,eebla005.adicht,-17.499999999999964,-36.696407237166675
enriched-environment,nonspecific,eebla005.adicht,-17.399999999999963,-36.68225105297779
enriched-environment,nonspecific,eebla005.adicht,-17.29999999999996,-36.66770726349112
enriched-environment,nonspecific,eebla005.adicht,-17.19999999999996,-36.65310084238223
enriched-environment,nonspecific,eebla005.adicht,-17.09999999999996,-36.63875676332667
enriched-environment,nonspecific,eebla005.adicht,-16.999999999999957,-36.625
enriched-environment,nonspecific,eebla005.adicht,-16.899999999999956,-36.61206429713733
enriched-environment,nonspecific,eebla005.adicht,-16.799999999999955,-36.599818483711985
enriched-environment,nonspecific,eebla005.adicht,-16.699999999999953,-36.588040159756865
enriched-environment,nonspecific,eebla005.adicht,-16.59999999999995,-36.576506925304855
enriched-environment,nonspecific,eebla005.adicht,-16.49999999999995,-36.564996380388855
enriched-environment,nonspecific,eebla005.adicht,-16.39999999999995,-36.55328612504174
enriched-environment,nonspecific,eebla005.adicht,-16.299999999999947,-36.54115375929641
enriched-environment,nonspecific,eebla005.adicht,-16.199999999999946,-36.52837688318574
enriched-environment,nonspecific,eebla005.adicht,-16.099999999999945,-36.51473309674264
enriched-environment,nonspecific,eebla005.adicht,-15.999999999999943,-36.5
enriched-environment,nonspecific,eebla005.adicht,-15.899999999999942,-36.48405511401735
enriched-environment,nonspecific,eebla005.adicht,-15.79999999999994,-36.467175643960935
enriched-environment,nonspecific,eebla005.adicht,-15.699999999999939,-36.44973871602363
enriched-environment,nonspecific,eebla005.adicht,-15.599999999999937,-36.43212145639832
enriched-environment,nonspecific,eebla005.adicht,-15.499999999999936,-36.414700991277904
enriched-environment,nonspecific,eebla005.adicht,-15.399999999999935,-36.39785444685524
enriched-environment,nonspecific,eebla005.adicht,-15.299999999999933,-36.38195894932325
enriched-environment,nonspecific,eebla005.adicht,-15.199999999999932,-36.36739162487477
enriched-environment,nonspecific,eebla005.adicht,-15.09999999999993,-36.35452959970273
enriched-environment,nonspecific,eebla005.adicht,-14.999999999999929,-36.34375
enriched-environment,nonspecific,eebla005.adicht,-14.899999999999928,-36.33530899679323
enriched-environment,nonspecific,eebla005.adicht,-14.799999999999926,-36.32897894044424
enriched-environment,nonspecific,eebla005.adicht,-14.699999999999925,-36.32441122614856
enriched-environment,nonspecific,eebla005.adicht,-14.599999999999923,-36.32125724910179
enriched-environment,nonspecific,eebla005.adicht,-14.499999999999922,-36.31916840449949
enriched-environment,nonspecific,eebla005.adicht,-14.39999999999992,-36.317796087537246
enriched-environment,nonspecific,eebla005.adicht,-14.299999999999919,-36.316791693410586
enriched-environment,nonspecific,eebla005.adicht,-14.199999999999918,-36.31206860863105
enriched-environment,nonspecific,eebla005.adicht,-14.099999999999916,-36.296578309822294
enriched-environment,nonspecific,eebla005.adicht,-13.999999999999915,-36.281249999999986
enriched-environment,nonspecific,eebla005.adicht,-13.899999999999913,-36.266131149785075
enriched-environment,nonspecific,eebla005.adicht,-13.799999999999912,-36.25131502552856
enriched-environment,nonspecific,eebla005.adicht,-13.69999999999991,-36.236906342513954
enriched-environment,nonspecific,eebla005.adicht,-13.599999999999909,-36.22300981602476
enriched-environment,nonspecific,eebla005.adicht,-13.499999999999908,-36.20973016134452
enriched-environment,nonspecific,eebla005.adicht,-13.399999999999906,-36.19717209375669
enriched-environment,nonspecific,eebla005.adicht,-13.299999999999905,-36.185440328544814
enriched-environment,nonspecific,eebla005.adicht,-13.199999999999903,-36.174639580992405
enriched-environment,nonspecific,eebla005.adicht,-13.099999999999902,-36.16487456638296
enriched-environment,nonspecific,eebla005.adicht,-12.9999999999999,-36.15625
enriched-environment,nonspecific,eebla005.adicht,-12.899999999999899,-36.148839830776026
enriched-environment,nonspecific,eebla005.adicht,-12.799999999999898,-36.14259494223955
enriched-environment,nonspecific,eebla005.adicht,-12.699999999999896,-36.1374354515681
enriched-environment,nonspecific,eebla005.adicht,-12.599999999999895,-36.13328147593921
enriched-environment,nonspecific,eebla005.adicht,-12.499999999999893,-36.13005313253035
enriched-environment,nonspecific,eebla005.adicht,-12.399999999999892,-36.12767053851907
enriched-environment,nonspecific,eebla005.adicht,-12.29999999999989,-36.126053811082876
enriched-environment,nonspecific,eebla005.adicht,-12.19999999999989,-36.1251230673993
enriched-environment,nonspecific,eebla005.adicht,-12.099999999999888,-36.124798424645824
enriched-environment,nonspecific,eebla005.adicht,-11.999999999999886,-36.12500000000001
enriched-environment,nonspecific,eebla005.adicht,-11.899999999999885,-36.12560327711082
enriched-environment,nonspecific,eebla005.adicht,-11.799999999999883,-36.12630520551322
enriched-environment,nonspecific,eebla005.adicht,-11.699999999999882,-36.12675810121361
enriched-environment,nonspecific,eebla005.adicht,-11.59999999999988,-36.12661428021843
enriched-environment,nonspecific,eebla005.adicht,-11.49999999999988,-36.125526058534106
enriched-environment,nonspecific,eebla005.adicht,-11.399999999999878,-36.12314575216704
enriched-environment,nonspecific,eebla005.adicht,-11.299999999999876,-36.11912567712368
enriched-environment,nonspecific,eebla005.adicht,-11.199999999999875,-36.11311814941043
enriched-environment,nonspecific,eebla005.adicht,-11.099999999999874,-36.10477548503373
enriched-environment,nonspecific,eebla005.adicht,-10.999999999999872,-36.09374999999998
enriched-environment,nonspecific,eebla005.adicht,-10.89999999999987,-36.07984081078068
enriched-environment,nonspecific,eebla005.adicht,-10.79999999999987,-36.063434235707575
enriched-environment,nonspecific,eebla005.adicht,-10.699999999999868,-36.04506339357743
enriched-environment,nonspecific,eebla005.adicht,-10.599999999999866,-36.02526140318705
enriched-environment,nonspecific,eebla005.adicht,-10.499999999999865,-36.00456138333321
enriched-environment,nonspecific,eebla005.adicht,-10.399999999999864,-35.983496452812716
enriched-environment,nonspecific,eebla005.adicht,-10.299999999999862,-35.96259973042236
enriched-environment,nonspecific,eebla005.adicht,-10.19999999999986,-35.94240433495892
enriched-environment,nonspecific,eebla005.adicht,-10.09999999999986,-35.9234433852192
enriched-environment,nonspecific,eebla005.adicht,-9.999999999999858,-35.906249999999986
enriched-environment,nonspecific,eebla005.adicht,-9.899999999999856,-35.89118972976632
enriched-environment,nonspecific,eebla005.adicht,-9.799999999999855,-35.877957851656376
enriched-environment,nonspecific,eebla005.adicht,-9.699999999999854,-35.86608207447655
enriched-environment,nonspecific,eebla005.adicht,-9.599999999999852,-35.85509010703326
enriched-environment,nonspecific,eebla005.adicht,-9.49999999999985,-35.84450965813292
enriched-environment,nonspecific,eebla005.adicht,-9.39999999999985,-35.833868436581945
enriched-environment,nonspecific,eebla005.adicht,-9.299999999999848,-35.82269415118675
enriched-environment,nonspecific,eebla005.adicht,-9.199999999999847,-35.81051451075375
enriched-environment,nonspecific,eebla005.adicht,-9.099999999999845,-35.79685722408935
enriched-environment,nonspecific,eebla005.adicht,-8.999999999999844,-35.78124999999998
enriched-environment,nonspecific,eebla005.adicht,-8.899999999999842,-35.763337770153896
enriched-environment,nonspecific,eebla005.adicht,-8.79999999999984,-35.74323435766681
enriched-environment,nonspecific,eebla005.adicht,-8.69999999999984,-35.721170808516256
enriched-environment,nonspecific,eebla005.adicht,-8.599999999999838,-35.6973781686798
enriched-environment,nonspecific,eebla005.adicht,-8.499999999999837,-35.67208748413499
enriched-environment,nonspecific,eebla005.adicht,-8.399999999999835,-35.645529800859386
enriched-environment,nonspecific,eebla005.adicht,-8.299999999999834,-35.61793616483051
enriched-environment,nonspecific,eebla005.adicht,-8.199999999999832,-35.58953762202595
enriched-environment,nonspecific,eebla005.adicht,-8.099999999999831,-35.56056521842325
enriched-environment,nonspecific,eebla005.adicht,-7.9999999999998295,-35.53124999999995
enriched-environment,nonspecific,eebla005.adicht,-7.899999999999828,-35.50167793961792
enriched-environment,nonspecific,eebla005.adicht,-7.799999999999827,-35.47135471767623
enriched-environment,nonspecific,eebla005.adicht,-7.699999999999825,-35.43964094145824
enriched-environment,nonspecific,eebla005.adicht,-7.599999999999824,-35.40589721824734
enriched-environment,nonspecific,eebla005.adicht,-7.499999999999822,-35.3694841553269
enriched-environment,nonspecific,eebla005.adicht,-7.399999999999821,-35.329762359980315
enriched-environment,nonspecific,eebla005.adicht,-7.2999999999998195,-35.286092439490936
enriched-environment,nonspecific,eebla005.adicht,-7.199999999999818,-35.23783500114216
enriched-environment,nonspecific,eebla005.adicht,-7.099999999999817,-35.18435065221735
enriched-environment,nonspecific,eebla005.adicht,-6.999999999999815,-35.0937499999996
enriched-environment,nonspecific,eebla005.adicht,-6.899999999999814,-34.85134616635832
enriched-environment,nonspecific,eebla005.adicht,-6.799999999999812,-34.55383630321386
enriched-environment,nonspecific,eebla005.adicht,-6.699999999999811,-34.24222361412843
enriched-environment,nonspecific,eebla005.adicht,-6.59999999999981,-34.06630599370856
enriched-environment,nonspecific,eebla005.adicht,-6.499999999999808,-33.68547417778203
enriched-environment,nonspecific,eebla005.adicht,-6.399999999999807,-33.41306517030107
enriched-environment,nonspecific,eebla005.adicht,-6.299999999999805,-33.152520811070765
enriched-environment,nonspecific,eebla005.adicht,-6.199999999999804,-32.75364801216037
enriched-environment,nonspecific,eebla005.adicht,-6.0999999999998025,-32.22388788413958
enriched-environment,nonspecific,eebla005.adicht,-5.999999999999801,-31.593749999998643
enriched-environment,nonspecific,eebla005.adicht,-5.8999999999998,-30.85648310896962
enriched-environment,nonspecific,eebla005.adicht,-5.799999999999798,-30.017809963345925
enriched-environment,nonspecific,eebla005.adicht,-5.699999999999797,-29.086571816186307
enriched-environment,nonspecific,eebla005.adicht,-5.599999999999795,-28.071609920549495
enriched-environment,nonspecific,eebla005.adicht,-5.499999999999794,-26.98176552949424
enriched-environment,nonspecific,eebla005.adicht,-5.3999999999997925,-25.883051065525283
enriched-environment,nonspecific,eebla005.adicht,-5.299999999999791,-24.783230329215428
enriched-environment,nonspecific,eebla005.adicht,-5.19999999999979,-23.63961455321582
enriched-environment,nonspecific,eebla005.adicht,-5.099999999999788,-22.459454266988974
enriched-environment,nonspecific,eebla005.adicht,-4.999999999999787,-21.2499999999974
enriched-environment,nonspecific,eebla005.adicht,-4.899999999999785,-20.01692537683383
enriched-environment,nonspecific,eebla005.adicht,-4.799999999999784,-18.75959640261187
enriched-environment,nonspecific,eebla005.adicht,-4.699999999999783,-17.47580217757539
enriched-environment,nonspecific,eebla005.adicht,-4.599999999999781,-16.163331801968216
enriched-environment,nonspecific,eebla005.adicht,-4.49999999999978,-14.819974376034219
enriched-environment,nonspecific,eebla005.adicht,-4.399999999999778,-13.443519000017238
enriched-environment,nonspecific,eebla005.adicht,-4.299999999999777,-12.031754774161122
enriched-environment,nonspecific,eebla005.adicht,-4.1999999999997755,-10.58247079870972
enriched-environment,nonspecific,eebla005.adicht,-4.099999999999774,-8.905107191366193
enriched-environment,nonspecific,eebla005.adicht,-3.9999999999997726,-7.062499999995313
enriched-environment,nonspecific,eebla005.adicht,-3.899999999999771,-4.968358605148849
enriched-environment,nonspecific,eebla005.adicht,-3.79999999999977,-2.813287255350146
enriched-environment,nonspecific,eebla005.adicht,-3.6999999999997684,-1.1159695292464473
enriched-environment,nonspecific,eebla005.adicht,-3.599999999999767,0.46515297640682723
enriched-environment,nonspecific,eebla005.adicht,-3.4999999999997655,2.08629433090323
enriched-environment,nonspecific,eebla005.adicht,-3.399999999999764,4.765250123420712
enriched-environment,nonspecific,eebla005.adicht,-3.2999999999997627,7.638616750916307
enriched-environment,nonspecific,eebla005.adicht,-3.1999999999997613,10.575761157212085
enriched-environment,nonspecific,eebla005.adicht,-3.09999999999976,13.572587515758855
enriched-environment,nonspecific,eebla005.adicht,-2.9999999999997584,16.031250000005667
enriched-environment,nonspecific,eebla005.adicht,-2.899999999999757,18.386567088507007
enriched-environment,nonspecific,eebla005.adicht,-2.7999999999997556,20.298703189760637
enriched-environment,nonspecific,eebla005.adicht,-2.699999999999754,22.121789112444965
enriched-environment,nonspecific,eebla005.adicht,-2.5999999999997527,24.230921659715012
enriched-environment,nonspecific,eebla005.adicht,-2.4999999999997513,27.045343671910498
enriched-environment,nonspecific,eebla005.adicht,-2.39999999999975,29.806138190353636
enriched-environment,nonspecific,eebla005.adicht,-2.2999999999997485,31.722140013408588
enriched-environment,nonspecific,eebla005.adicht,-2.199999999999747,33.494643660774955
enriched-environment,nonspecific,eebla005.adicht,-2.0999999999997456,35.18470875548364
enriched-environment,nonspecific,eebla005.adicht,-1.9999999999997442,36.78125000000395
enriched-environment,nonspecific,eebla005.adicht,-1.8999999999997428,38.64106304416823
enriched-environment,nonspecific,eebla005.adicht,-1.7999999999997414,40.56334963473192
enriched-environment,nonspecific,eebla005.adicht,-1.69999999999974,41.57841646014209
enriched-environment,nonspecific,eebla005.adicht,-1.5999999999997385,43.300090784659744
enriched-environment,nonspecific,eebla005.adicht,-1.499999999999737,44.67150859497634
enriched-environment,nonspecific,eebla005.adicht,-1.3999999999997357,45.616667904672255
enriched-environment,nonspecific,eebla005.adicht,-1.2999999999997343,46.3686259139612
enriched-environment,nonspecific,eebla005.adicht,-1.1999999999997328,47.23005480777531
enriched-environment,nonspecific,eebla005.adicht,-1.0999999999997314,47.94392463886224
enriched-environment,nonspecific,eebla005.adicht,-0.99999999999973,49.343750000003595
enriched-environment,nonspecific,eebla005.adicht,-0.8999999999997286,50.486838553279334
enriched-environment,nonspecific,eebla005.adicht,-0.7999999999997272,50.71900201080389
enriched-environment,nonspecific,eebla005.adicht,-0.6999999999997257,51.238164412688285
enriched-environment,nonspecific,eebla005.adicht,-0.5999999999997243,51.96194045855569
enriched-environment,nonspecific,eebla005.adicht,-0.4999999999997229,52.04556146081665
enriched-environment,nonspecific,eebla005.adicht,-0.39999999999972147,52.04428754621231
enriched-environment,nonspecific,eebla005.adicht,-0.29999999999972005,51.96266907878551
enriched-environment,nonspecific,eebla005.adicht,-0.19999999999971863,52.131729184184636
